Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-01 00:00:00-04:00,410.75,415.75,410.5,414.5,197406,0.0,0.0
2024-11-04 00:00:00-05:00,414.0,420.0,413.0,416.5,219138,0.0,0.0
2024-11-05 00:00:00-05:00,416.25,419.75,415.25,418.5,167928,0.0,0.0
2024-11-06 00:00:00-05:00,418.0,426.75,414.25,426.25,283193,0.0,0.0
2024-11-07 00:00:00-05:00,425.75,428.5,422.25,427.5,310584,0.0,0.0
2024-11-08 00:00:00-05:00,427.5,434.75,426.75,431.0,347310,0.0,0.0
2024-11-11 00:00:00-05:00,430.0,432.0,426.5,430.0,250205,0.0,0.0
2024-11-12 00:00:00-05:00,429.75,433.5,426.75,428.5,250503,0.0,0.0
2024-11-13 00:00:00-05:00,428.5,429.75,424.25,426.5,235165,0.0,0.0
2024-11-14 00:00:00-05:00,426.0,428.0,418.25,419.0,292267,0.0,0.0
2024-11-15 00:00:00-05:00,418.75,425.0,417.0,424.0,218570,0.0,0.0
2024-11-18 00:00:00-05:00,423.75,429.5,422.25,429.25,190964,0.0,0.0
2024-11-19 00:00:00-05:00,428.75,431.5,426.5,427.25,215160,0.0,0.0
2024-11-20 00:00:00-05:00,427.0,432.0,424.75,430.25,224875,0.0,0.0
2024-11-21 00:00:00-05:00,430.0,432.0,426.25,426.75,187445,0.0,0.0
2024-11-22 00:00:00-05:00,426.75,429.5,425.0,425.5,159873,0.0,0.0
2024-11-25 00:00:00-05:00,425.25,426.25,422.25,424.75,226269,0.0,0.0
2024-11-26 00:00:00-05:00,424.25,425.75,417.75,420.0,210241,0.0,0.0
2024-11-27 00:00:00-05:00,420.0,422.25,414.75,415.75,145009,0.0,0.0
2024-11-29 00:00:00-05:00,416.0,423.5,415.0,423.0,7903,0.0,0.0
2024-12-02 00:00:00-05:00,423.0,425.5,420.75,424.5,3895,0.0,0.0
2024-12-03 00:00:00-05:00,425.0,428.0,422.75,423.25,4091,0.0,0.0
2024-12-04 00:00:00-05:00,423.25,424.5,421.0,422.0,1723,0.0,0.0
2024-12-05 00:00:00-05:00,421.5,427.0,420.25,426.5,2566,0.0,0.0
2024-12-06 00:00:00-05:00,426.5,431.5,425.25,430.75,1372,0.0,0.0
2024-12-09 00:00:00-05:00,431.25,434.75,431.0,434.0,1586,0.0,0.0
2024-12-10 00:00:00-05:00,433.5,440.75,433.25,440.5,1685,0.0,0.0
2024-12-11 00:00:00-05:00,440.0,443.25,437.75,438.0,570,0.0,0.0
2024-12-12 00:00:00-05:00,436.5,439.0,431.75,431.75,334,0.0,0.0
2024-12-13 00:00:00-05:00,434.25,434.25,426.25,430.0,170867,0.0,0.0
2024-12-16 00:00:00-05:00,441.25,445.75,441.25,445.0,157167,0.0,0.0
2024-12-17 00:00:00-05:00,445.0,446.75,441.25,443.5,164416,0.0,0.0
2024-12-18 00:00:00-05:00,443.75,446.5,437.0,437.25,176178,0.0,0.0
2024-12-19 00:00:00-05:00,437.0,441.0,435.75,440.75,182519,0.0,0.0
2024-12-20 00:00:00-05:00,439.75,447.5,439.5,446.25,191422,0.0,0.0
2024-12-23 00:00:00-05:00,446.0,448.25,445.25,447.75,132878,0.0,0.0
2024-12-24 00:00:00-05:00,447.25,448.75,446.75,448.5,88153,0.0,0.0
2024-12-26 00:00:00-05:00,448.5,454.25,448.5,453.75,176165,0.0,0.0
2024-12-27 00:00:00-05:00,453.25,455.0,452.25,454.0,162024,0.0,0.0
2024-12-30 00:00:00-05:00,453.75,458.5,449.75,452.25,217069,0.0,0.0
2024-12-31 00:00:00-05:00,452.25,459.0,452.0,458.5,172882,0.0,0.0
2025-01-02 00:00:00-05:00,457.25,459.75,456.25,459.5,163449,0.0,0.0
2025-01-03 00:00:00-05:00,459.5,459.75,449.25,450.75,199340,0.0,0.0
2025-01-06 00:00:00-05:00,451.5,460.25,451.5,457.75,227403,0.0,0.0
2025-01-07 00:00:00-05:00,456.0,458.5,453.0,458.0,211629,0.0,0.0
2025-01-08 00:00:00-05:00,457.75,459.25,453.5,454.0,192588,0.0,0.0
2025-01-09 00:00:00-05:00,454.0,457.25,453.5,456.0,157712,0.0,0.0
2025-01-10 00:00:00-05:00,456.0,472.5,455.75,470.5,467086,0.0,0.0
2025-01-13 00:00:00-05:00,469.75,477.0,469.25,476.5,376883,0.0,0.0
2025-01-14 00:00:00-05:00,475.5,479.75,473.5,474.5,278017,0.0,0.0
2025-01-15 00:00:00-05:00,474.25,479.5,474.0,478.75,218140,0.0,0.0
2025-01-16 00:00:00-05:00,478.75,479.0,473.25,474.5,209824,0.0,0.0
2025-01-17 00:00:00-05:00,474.0,485.0,474.0,484.25,305007,0.0,0.0
2025-01-21 00:00:00-05:00,484.25,490.5,482.5,490.0,295105,0.0,0.0
2025-01-22 00:00:00-05:00,489.5,492.25,482.5,484.25,264538,0.0,0.0
2025-01-23 00:00:00-05:00,484.25,494.5,480.5,489.75,250550,0.0,0.0
2025-01-24 00:00:00-05:00,487.0,489.5,483.5,486.5,208959,0.0,0.0
2025-01-27 00:00:00-05:00,484.5,484.75,477.75,482.0,216234,0.0,0.0
2025-01-28 00:00:00-05:00,482.25,489.25,481.0,485.25,225855,0.0,0.0
2025-01-29 00:00:00-05:00,485.0,497.5,485.0,497.0,277207,0.0,0.0
2025-01-30 00:00:00-05:00,496.25,497.0,490.0,490.25,218110,0.0,0.0
2025-01-31 00:00:00-05:00,488.25,488.75,479.25,482.0,318483,0.0,0.0
2025-02-03 00:00:00-05:00,476.75,491.0,472.5,488.75,322166,0.0,0.0
2025-02-04 00:00:00-05:00,488.0,497.25,487.25,494.5,279780,0.0,0.0
2025-02-05 00:00:00-05:00,494.0,498.5,489.75,493.25,226004,0.0,0.0
2025-02-06 00:00:00-05:00,493.25,496.5,486.0,495.25,299134,0.0,0.0
2025-02-07 00:00:00-05:00,495.5,496.5,485.5,487.5,287303,0.0,0.0
2025-02-10 00:00:00-05:00,485.75,492.75,482.25,491.5,250904,0.0,0.0
2025-02-11 00:00:00-05:00,491.75,497.0,483.25,484.0,311257,0.0,0.0
2025-02-12 00:00:00-05:00,483.75,492.25,481.5,490.25,271391,0.0,0.0
2025-02-13 00:00:00-05:00,489.75,494.25,485.25,493.5,269316,0.0,0.0
2025-02-14 00:00:00-05:00,493.0,499.75,492.5,496.25,195600,0.0,0.0
2025-02-18 00:00:00-05:00,496.25,504.25,493.25,502.0,238775,0.0,0.0
2025-02-19 00:00:00-05:00,502.0,504.5,496.25,497.5,210080,0.0,0.0
2025-02-20 00:00:00-05:00,497.75,503.25,497.5,498.0,163804,0.0,0.0
2025-02-21 00:00:00-05:00,498.0,499.5,490.0,491.25,209485,0.0,0.0
2025-02-24 00:00:00-05:00,490.0,491.0,481.5,482.5,189315,0.0,0.0
2025-02-25 00:00:00-05:00,483.25,484.5,474.25,479.75,116438,0.0,0.0
2025-02-26 00:00:00-05:00,480.25,485.0,477.0,478.25,101750,0.0,0.0
2025-02-27 00:00:00-05:00,478.25,481.25,463.75,464.75,86413,0.0,0.0
2025-02-28 00:00:00-05:00,465.5,468.0,453.0,453.5,8178,0.0,0.0
2025-03-03 00:00:00-05:00,455.25,456.75,439.0,440.25,3364,0.0,0.0
2025-03-04 00:00:00-05:00,440.5,440.5,426.5,436.0,2273,0.0,0.0
2025-03-05 00:00:00-05:00,436.75,442.0,433.25,440.25,1169,0.0,0.0
2025-03-06 00:00:00-05:00,443.5,452.75,439.75,449.5,668,0.0,0.0
2025-03-07 00:00:00-05:00,450.25,456.75,448.0,455.25,311,0.0,0.0
2025-03-10 00:00:00-04:00,458.0,459.5,454.0,458.75,479,0.0,0.0
2025-03-11 00:00:00-04:00,458.0,464.0,456.5,456.5,76,0.0,0.0
2025-03-12 00:00:00-04:00,455.0,455.0,444.0,448.75,233,0.0,0.0
2025-03-13 00:00:00-04:00,450.0,459.25,450.0,453.5,101,0.0,0.0
2025-03-14 00:00:00-04:00,443.25,445.5,443.25,445.5,242039,0.0,0.0
2025-03-17 00:00:00-04:00,460.0,465.5,457.25,461.0,180875,0.0,0.0
2025-03-18 00:00:00-04:00,461.0,462.5,455.25,458.75,177170,0.0,0.0
2025-03-19 00:00:00-04:00,458.25,463.0,455.75,462.0,185225,0.0,0.0
2025-03-20 00:00:00-04:00,462.0,470.25,462.0,469.0,219751,0.0,0.0
2025-03-21 00:00:00-04:00,467.25,469.75,461.25,464.25,182427,0.0,0.0
2025-03-24 00:00:00-04:00,465.0,466.25,459.5,464.5,125182,0.0,0.0
2025-03-25 00:00:00-04:00,464.5,464.75,457.0,457.75,148189,0.0,0.0
2025-03-26 00:00:00-04:00,458.75,461.0,450.75,451.25,154487,0.0,0.0
2025-03-27 00:00:00-04:00,451.75,452.75,447.25,450.0,170192,0.0,0.0
2025-03-28 00:00:00-04:00,450.25,454.0,442.0,453.25,206960,0.0,0.0
2025-03-31 00:00:00-04:00,453.0,459.25,444.0,457.25,282804,0.0,0.0
2025-04-01 00:00:00-04:00,457.75,465.0,454.0,461.75,179571,0.0,0.0
2025-04-02 00:00:00-04:00,460.25,460.75,454.0,457.75,159591,0.0,0.0
2025-04-03 00:00:00-04:00,450.0,462.25,447.5,457.5,203152,0.0,0.0
2025-04-04 00:00:00-04:00,457.75,462.5,449.25,460.25,212888,0.0,0.0
