Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-04-01 00:00:00+01:00,0.7740117907524109,0.776403546333313,0.7727975249290466,0.7740117907524109,0,0.0,0.0
2025-04-02 00:00:00+01:00,0.7738680243492126,0.7750736474990845,0.7705406546592712,0.7738680243492126,0,0.0,0.0
2025-04-03 00:00:00+01:00,0.7665889859199524,0.767612874507904,0.7575355768203735,0.7665889859199524,0,0.0,0.0
2025-04-04 00:00:00+01:00,0.7640178203582764,0.7742335200309753,0.7627124786376953,0.7640995383262634,0,0.0,0.0
2025-04-07 00:00:00+01:00,0.7746832966804504,0.7861202359199524,0.7732815742492676,0.7746832966804504,0,0.0,0.0
2025-04-08 00:00:00+01:00,0.7853608131408691,0.785817563533783,0.7815491557121277,0.7853608131408691,0,0.0,0.0
2025-04-09 00:00:00+01:00,0.7820137143135071,0.7840738892555237,0.7776352167129517,0.7820137143135071,0,0.0,0.0
2025-04-10 00:00:00+01:00,0.7797635793685913,0.779879093170166,0.7705644369125366,0.7797635793685913,0,0.0,0.0
2025-04-11 00:00:00+01:00,0.7698110342025757,0.7700303792953491,0.760953962802887,0.7698110342025757,0,0.0,0.0
2025-04-14 00:00:00+01:00,0.7643331289291382,0.7642396688461304,0.7575355768203735,0.7643331289291382,0,0.0,0.0
2025-04-15 00:00:00+01:00,0.7591400146484375,0.7596474885940552,0.7547113299369812,0.7591400146484375,0,0.0,0.0
2025-04-16 00:00:00+01:00,0.7559036016464233,0.75604647397995,0.7523775100708008,0.7559036016464233,0,0.0,0.0
2025-04-17 00:00:00+01:00,0.755743682384491,0.7573404908180237,0.7534829378128052,0.755743682384491,0,0.0,0.0
2025-04-22 00:00:00+01:00,0.7475573420524597,0.748603880405426,0.7451397776603699,0.7475573420524597,0,0.0,0.0
2025-04-23 00:00:00+01:00,0.7534716129302979,0.7545745968818665,0.7497376203536987,0.7534716129302979,0,0.0,0.0
2025-04-24 00:00:00+01:00,0.753943145275116,0.7541364431381226,0.7501987814903259,0.753943145275116,0,0.0,0.0
2025-04-25 00:00:00+01:00,0.7504690289497375,0.7533183097839355,0.7502157092094421,0.7504690289497375,0,0.0,0.0
2025-04-28 00:00:00+01:00,0.752490758895874,0.7530007362365723,0.7452231645584106,0.752490758895874,0,0.0,0.0
2025-04-29 00:00:00+01:00,0.7443466782569885,0.7473506331443787,0.7439700961112976,0.7443466782569885,0,0.0,0.0
2025-04-30 00:00:00+01:00,0.7457343935966492,0.751303493976593,0.7455342411994934,0.7457343935966492,0,0.0,0.0
2025-05-01 00:00:00+01:00,1.332746982574463,1.332746982574463,1.331894874572754,1.3321255445480347,0,0.0,0.0
