Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA5,SMA10,SMA20,SMA50,SMA100,SMA150,EMA5,EMA10,EMA20,EMA50,EMA100,EMA150,SMA9,SMA21,EMA12,EMA26,SMA200,EMA200,RSI,RSI7,MACD,MACD_Signal,MACD_Histogram,MACD_HF,MACD_HF_Signal,MACD_HF_Histogram,BB_High,BB_Mid,BB_Low,BB_Tight_High,BB_Tight_Mid,BB_Tight_Low,BB_Wide_High,BB_Wide_Mid,BB_Wide_Low,ATR,SAR,STOCH_K,STOCH_D,ADX,PDI,NDI,OBV,Keltner_High,Keltner_Mid,Keltner_Low,Ichimoku_Tenkan,Ichimoku_Kijun,Ichimoku_SpanA,Ichimoku_SpanB,Ichimoku_Chikou,SMA_Cross_Signal,EMA_Cross_Signal,Trend_Strength,RSI_Signal,MACD_Cross_Signal,Stoch_Signal,Momentum_Score,BB_Squeeze,BB_Width,ATR_Percent,Cloud_Direction,SAR_Signal,OBV_MA,OBV_Signal
2024-04-29 00:00:00+01:00,1.0706866979599,1.0735372304916382,1.0690956115722656,1.0706866979599,0,0.0,0.0,,,,,,,1.0706866979599,1.0706866979599,1.0706866979599,1.0706866979599,1.0706866979599,1.0706866979599,,,1.0706866979599,1.0706866979599,,1.0706866979599,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0690956115722656,,,,0.0,0.0,0,,1.0706866979599,,,,,,1.0907385349273682,-1,-1,Weak,0,-1,0,-1,0,,,0,1,,-1
2024-04-30 00:00:00+01:00,1.0715701580047607,1.0736525058746338,1.068433165550232,1.0715701580047607,0,0.0,0.0,,,,,,,1.0709811846415203,1.0708473270589656,1.0707708370117914,1.0707213434518552,1.070704192218214,1.070698399417448,,,1.0708226148898785,1.0707521394447044,,1.0706954886071125,,,7.047544517413407e-05,1.4095089034826813e-05,5.638035613930725e-05,0.00024540556801699864,8.180185600566621e-05,0.00016360371201133245,,,,,,,,,,,1.0735372304916382,,,,0.0,7.089760682530034,0,,1.0707708370117914,,,,,,1.0881866216659546,-1,1,Weak,0,1,0,1,0,,,0,-1,,-1
2024-05-01 00:00:00+01:00,1.0666552782058716,1.0688670873641968,1.0650080442428589,1.0666552782058716,0,0.0,0.0,,,,,,,1.0695392158296375,1.070085136358403,1.0703788790302753,1.070561889912797,1.070624015703118,1.0706448481431226,,,1.070181486169262,1.070448668241828,,1.0706552875085928,,,-0.0002671820725659302,-4.216034328532459e-05,-0.0002250217292806056,-0.0009698687512194049,-0.00026875501306935747,-0.0007011137381500473,,,,,,,,,,,1.07343514919281,,,,0.0,26.513596026644166,0,,1.0703788790302753,,,,,,1.087453007698059,-1,-1,Weak,0,-1,0,-1,0,,,0,-1,,-1
2024-05-02 00:00:00+01:00,1.0721560716629028,1.0730764865875244,1.0675777196884155,1.0721560716629028,0,0.0,0.0,,,,,,,1.0704115011073927,1.0704616700501302,1.0705481354714779,1.070624406844174,1.0706543534448958,1.0706648643486825,,,1.070485268552899,1.070575142569315,,1.0706702206842578,,,-8.987401641613602e-05,-5.1703077911486876e-05,-3.817093850464914e-05,-0.00018908275579998524,-0.00024219759397956674,5.311483817958151e-05,,,,,,,,,,,1.073098064994812,,,,20.46262644483161,18.237478329491214,0,,1.0705481354714779,,,,,,1.0894432067871094,-1,-1,Weak,0,-1,0,-1,0,,,0,-1,,-1
2024-05-03 00:00:00+01:00,1.073306918144226,1.080940842628479,1.0725010633468628,1.073306918144226,0,0.0,0.0,1.0708750247955323,,,,,,1.0713766401196705,1.0709789878854203,1.0708108766784061,1.0707296033657447,1.070706879478546,1.0706998584386898,,,1.0709193684900262,1.0707774963156047,,1.0706964564798795,,,0.00014187217442152011,-1.2988027444885477e-05,0.00015486020186640558,0.0006257043519759531,4.7103054672273164e-05,0.0005786012973036799,,,,,,,,,,,1.0650080442428589,,,,42.21776960726874,12.492342792446843,0,,1.0708108766784061,,,,,,1.077888250350952,-1,1,Weak,0,1,0,1,0,,,0,1,,-1
2024-05-06 00:00:00+01:00,1.0758124589920044,1.079214334487915,1.0756388902664185,1.0758124589920044,0,0.0,0.0,1.0719001770019532,,,,,,1.0728552464104486,1.0718578008138901,1.0712872178511297,1.0709289310373626,1.0708079800629708,1.0707675750023098,,,1.0716721516441767,1.0711504565138565,,1.0707473619775127,,,0.0005216951303201878,9.394860410812918e-05,0.0004277465262120586,0.0018231149080703002,0.0006391070058049487,0.0011840079022653513,,,,,,,,,,,1.0653267002105713,,,,34.375579904049744,10.171819398450648,0,,1.0712872178511297,,,,,,1.0764262676239014,-1,1,Weak,0,1,0,1,0,,,0,1,,-1
2024-05-07 00:00:00+01:00,1.0767507553100586,1.0789813995361328,1.0755810737609863,1.0767507553100586,0,0.0,0.0,1.0729362964630127,,,,,,1.0741537493769853,1.0727474289041026,1.07180755475198,1.0711572378715861,1.070925658780735,1.0708468224236045,,,1.0724534752850816,1.0715652934617232,,1.0708070972345531,,69.07678114710448,0.0008881818233583694,0.0002527952479581772,0.0006353865754001922,0.0028039165519582188,0.0013607101878560387,0.00144320636410218,,,,,,,,,,,1.0656389830589295,,,,30.826073980891817,9.297081332145666,0,,1.07180755475198,,,,,,1.07403302192688,-1,1,Weak,0,1,0,1,0,,,0,1,,-1
2024-05-08 00:00:00+01:00,1.0750491619110107,1.0758472681045532,1.0735719203948977,1.0750491619110107,0,0.0,0.0,1.0746150732040405,,,,,,1.0744522202216604,1.0731659258144495,1.0721162792433163,1.0713098623437205,1.0710073123080672,1.0709024825492657,,,1.0728528116890708,1.0718233577913001,,1.0708493068333238,,62.39659622902284,0.001029453897770649,0.0004081269779206716,0.0006213269198499775,0.002896869114078715,0.0018727631632635975,0.0010241059508151176,,,,,,,,,,,1.0659450202503205,,,,27.923278670121377,14.37333539368587,0,,1.0721162792433163,,,,,,1.0813149213790894,-1,1,Weak,0,1,0,1,0,,,0,1,,-1
2024-05-09 00:00:00+01:00,1.0746910572052002,1.078283429145813,1.0725126266479492,1.0746910572052002,0,0.0,0.0,1.0751220703125,,,,,,1.074531832549507,1.0734432224309496,1.072361496192067,1.0714424582206412,1.071080257751575,1.070952662346033,1.072964284155104,,1.0731356186915522,1.0720357799701075,,1.0708875332051833,,59.14144447393047,0.0010998387214447014,0.0005464693266254776,0.0005533693948192238,0.0028022755476131422,0.0021826006247134457,0.0006196749228996965,,,,,,,,,,,1.0662449366978837,,,,30.145342443997176,12.138627770479397,0,,1.072361496192067,,1.072974443435669,,,,1.0738831758499146,-1,1,Weak,0,1,0,1,0,,,0,1,,-1
2024-05-10 00:00:00+01:00,1.078515887260437,1.0793308019638062,1.0762062072753906,1.078515887260437,0,0.0,0.0,1.0761638641357423,1.0735194444656373,,,,,1.0758598507864838,1.07436552512722,1.072947628674769,1.071719847594751,1.0712274979398693,1.0710528375104624,1.073834194077386,,1.0739633523175345,1.0725157879175393,,1.0709634372256336,,87.11077955986572,0.0014475643999951604,0.0007266883412994142,0.0007208760586957462,0.0037532754368929666,0.002706158895439953,0.0010471165414530138,,,,,,,,,,,1.0665388548164956,,,,29.247019404075793,10.698419396211744,0,,1.072947628674769,,1.072974443435669,,,,1.0702168941497805,-1,1,Weak,0,1,0,1,0,,,0,1,,-1
2024-05-13 00:00:00+01:00,1.077040672302246,1.0807305574417114,1.0766464471817017,1.077040672302246,0,0.0,0.0,1.0764095067977906,1.0741548418998719,,,,,1.0762534579584047,1.0748519155226792,1.0733374423535764,1.0719285073872018,1.0713426103034807,1.0711321465805523,1.0744420289993286,,1.0744367861613362,1.0728509645386286,,1.0710239072263958,,70.43009144304504,0.001585821622707595,0.0008985149975810503,0.0006873066251265447,0.003872766111443937,0.003095027967441281,0.0007777381440026562,,,,,,,,,,,1.0668268945727353,,,,29.75517098044671,9.616800207804802,0,,1.0733374423535764,,1.072974443435669,,,,1.0740677118301392,-1,1,Weak,0,1,0,1,0,,,0,1,,-1
2024-05-14 00:00:00+01:00,1.079354166984558,1.0828369855880735,1.0776442289352417,1.079354166984558,0,0.0,0.0,1.0769301891326903,1.0749332427978515,,,,,1.0772870276337891,1.0756705066975663,1.0739104637470034,1.0722197097243529,1.0715012549902347,1.0712410475130558,1.0758530166414049,,1.0751933062879857,1.0733326832383272,,1.0711067953831934,,73.05105694603486,0.0018606230496585052,0.0010909366079965414,0.0007696864416619638,0.004518920501406454,0.003569658812096339,0.0009492616893101149,,,,,,,,,,,1.06710917353385,,,,30.636605706632352,8.329672173899986,0,,1.0739104637470034,,1.0752073526382446,,,,1.0742292404174805,-1,1,Weak,0,1,0,1,0,,,0,1,,-1
2024-05-15 00:00:00+01:00,1.0814552307128906,1.0874292850494385,1.0813616514205933,1.0814552307128906,0,0.0,0.0,1.0782114028930665,1.0764132380485534,,,,,1.0786764286601564,1.0767222747003524,1.0746290129818497,1.072581887018021,1.0716983634203863,1.0713763347077556,1.076886256535848,,1.0761566792764325,1.0739343534216281,,1.0712097648889616,,72.19362159019514,0.002222325854804419,0.0013172144573581168,0.0009051113974463021,0.005425703551078964,0.004188340391757214,0.0012373631593217502,,,,,,,,,,,1.067738286016019,,,,35.02343775366386,6.936744497087312,0,,1.0746290129818497,,1.0799651741981506,,,,1.0751532316207886,-1,1,Weak,0,1,0,1,0,,,0,1,,-1
2024-05-16 00:00:00+01:00,1.0889805555343628,1.089680790901184,1.0855170488357544,1.0889805555343628,0,0.0,0.0,1.0810693025588989,1.0780956864356994,,,,,1.0821111376182253,1.0789510530338087,1.0759958265582794,1.0732249720578775,1.0720405850464054,1.0716095031955253,1.0786277718014188,,1.0781295833161142,1.0750488869114603,,1.0713865886764782,75.99043438202857,81.68403367573211,0.0030806964046539154,0.0016699108468172766,0.0014107855578366388,0.007986533041076438,0.005454404608196956,0.002532128432879482,,,,1.0839373460581638,1.0758589335850306,1.0677805211118974,,,,0.005750519888741598,1.0689197459580242,,,,33.83741309508681,5.861492706847466,0,1.0874968663357627,1.0759958265582794,1.0644947867807961,1.0810967087745667,,,,1.0706409215927124,-1,1,Weak,-1,1,0,0,0,,0.5280645149738066,0,1,,-1
2024-05-17 00:00:00+01:00,1.0867793560028076,1.087890625,1.0836349725723269,1.0867793560028076,0,0.0,0.0,1.082721996307373,1.0794429302215576,,,,,1.0836672104130862,1.080374380846354,1.0770228293625201,1.0737565165263063,1.0723324418970273,1.0718104283982708,1.0798463159137301,,1.0794603175756055,1.0759178105478564,,1.0715397505404218,71.5173308595456,79.62285053706469,0.0035425070277490533,0.002044430083003632,0.0014980769447454213,0.008839564090067586,0.006582791102153833,0.002256772987913753,,,,1.085844097592197,1.077008409159524,1.068172720726851,,,,0.005815088748931837,1.070580629553477,,,56.45990759279446,30.525826056805894,8.733571739734979,0,1.088653006860384,1.0770228293625201,1.0653926518646564,1.0810967087745667,,,,1.0687757730484009,-1,1,Strong,-1,1,0,0,0,,0.5350753781632207,0,1,,-1
2024-05-20 00:00:00+01:00,1.0875475406646729,1.0884946584701538,1.0855052471160889,1.0875475406646729,0,0.0,0.0,1.0848233699798584,1.0806164383888244,,,,,1.0849606538302818,1.0816785917224119,1.078025182819868,1.0742973410023207,1.072633730981535,1.0720188669713357,1.0810459587309096,,1.0807045057431544,1.076779272037991,,1.0716990320341955,71.42925665607153,81.80831485064414,0.0039252337051634,0.0024205908074355856,0.0015046428977278144,0.009426346710504685,0.007530642971604117,0.0018957037389005678,,,,1.087584641150513,1.0781496507780892,1.0687146604056654,,,,0.005655808108193486,1.0721086424612936,92.25201720056047,,53.375500404560974,29.951412160108998,8.247461672143679,0,1.0893367990362548,1.078025182819868,1.066713566603481,1.0810967087745667,,,,1.0732723474502563,-1,1,Strong,-1,1,0,0,0,,0.5200515744568596,0,1,,-1
2024-05-21 00:00:00+01:00,1.086082935333252,1.0875475406646729,1.0845986604690552,1.086082935333252,0,0.0,0.0,1.0861691236495972,1.0815496563911438,,,,,1.0853347476646054,1.0824793814698372,1.0787925878211426,1.074759521172161,1.0729000518597869,1.072205146022487,1.082271933555603,,1.0815319564493233,1.0774684322820844,,1.0718421554501065,78.71442213835414,71.19729644891771,0.0040635241672388744,0.0027491774793962434,0.001314346687842631,0.009214405644079493,0.008091897195762577,0.001122508448316916,,,,1.0880449184464633,1.079537340572902,1.0710297626993408,,,,0.005397719996316045,1.0735144143364848,87.7721722384075,,49.78225638742083,28.279292344049832,9.503360352833102,0,1.0895880278137746,1.0787925878211426,1.0679971478285106,1.0810967087745667,,,,1.0709619522094729,-1,1,Strong,-1,1,0,0,0,,0.49698967000708993,0,1,,-1
2024-05-22 00:00:00+01:00,1.0855170488357544,1.0864840745925903,1.0822510719299316,1.0855170488357544,0,0.0,0.0,1.0869814872741699,1.082596445083618,,,,,1.0853955147216552,1.0830316846272767,1.079433012679677,1.0751813850021057,1.0731498933840633,1.0723814626160402,1.0834748215145535,,1.0821450475856973,1.0780646261008748,,1.0719782240410085,73.12052875213506,75.01917650122097,0.004080421484822461,0.003015426280481487,0.0010649952043409738,0.008753133433616611,0.008312309275047256,0.00044082415856935495,,,,1.088672825577552,1.0804916960852486,1.0723105665929453,,,,0.005241419587816464,1.0748077244616607,83.6132745333125,87.87915465742684,51.71895294263645,26.03259939817837,13.154392816294425,0,1.0899158518553098,1.079433012679677,1.068950173504044,1.0829434990882874,,,,1.068010926246643,-1,1,Strong,-1,1,-1,-1,0,,0.48285004767433404,0,1,,-1
2024-05-23 00:00:00+01:00,1.0825204849243164,1.086130142211914,1.0813032388687134,1.0825204849243164,0,0.0,0.0,1.0856894731521607,1.0833793878555298,,,,,1.0844371714558756,1.0829387392267384,1.0797270576553568,1.0754691928421924,1.073335449652187,1.0725157543022426,1.0839197768105402,,1.082202807176254,1.0783946897174261,,1.0720831221592504,64.98633005642486,58.98356907549837,0.003808117458827809,0.0031739645161507515,0.0006341529426770573,0.007468228854710324,0.008030949134934946,-0.0005627202802246222,,,,1.0887431860296295,1.0811498079981123,1.0735564299665952,,,,0.004958714757646786,1.0759975697768227,72.5930407931238,81.3261625216146,49.74311041906062,23.718572146342012,13.730581367061987,0,1.0896444871706503,1.0797270576553568,1.0698096281400633,1.0831636190414429,,,,1.0708472728729248,-1,1,Strong,0,1,-1,0,0,,0.45807121682260554,0,1,,-1
